highlight_uid,highlight_name,highlight_type,highlight_author,app_name,APPL #1,APPL #2,APPL #3,APPL #4,app_code_list,manual_highlight_description,highlight_description,manual_image_url,image_url,video_url,main_link,article_links,tech_previous_work_description,tech_previous_work_url,tech_recommendation,tech_impact,notes,related_highlights,tech_external_url,partner_suricata_link,related_highlights,related_highlights,new image,Please write your initials on column F before starting to fill out new entries
IMP002,Netflix ‘Black Mirror’ Stunt ,implementation,jgp,Adapt the conversation,ADAPCONV,,,,ADAPCONV,"There are 5 main endings to Black Mirror: Bandersnatch, Netflix's first adult-oriented live-action interactive experience. Each type of ending will depend on the user's choices throughout the movie.","There are 5 main endings to Black Mirror: Bandersnatch, Netflix's first adult-oriented live-action interactive experience. Each type of ending will depend on the user's choices throughout the movie.",https://occ-0-2268-358.1.nflxso.net/dnm/api/v5/rendition/b708981dc6520758139a4bc8e4d271c113cf863c/AAAABYDaZIrQjWwjWSiZPgUENRZ_KCFeIF4WE4t5YC4gBSd9WILZcSatQ6ZbRrSzf7q_OWh96-pWW_ha4m4vNGgaVXPdpaRLDrSgjefLKDDKpaJcc_CfAjx4jGreG_N0GVoogBx4_42xK9c6ZhgULgwl4U-GM7h5w5lDV3atK-TiLL2wfrMZRAa94Yn_Qw0YffZCBEDlbImaQw.jpg,https://occ-0-2268-358.1.nflxso.net/dnm/api/v5/rendition/b708981dc6520758139a4bc8e4d271c113cf863c/AAAABYDaZIrQjWwjWSiZPgUENRZ_KCFeIF4WE4t5YC4gBSd9WILZcSatQ6ZbRrSzf7q_OWh96-pWW_ha4m4vNGgaVXPdpaRLDrSgjefLKDDKpaJcc_CfAjx4jGreG_N0GVoogBx4_42xK9c6ZhgULgwl4U-GM7h5w5lDV3atK-TiLL2wfrMZRAa94Yn_Qw0YffZCBEDlbImaQw.jpg,,https://www.netflix.com/pt-en/title/80988062,,,,,,,,,,,,,https://occ-0-2268-358.1.nflxso.net/dnm/api/v5/rendition/b708981dc6520758139a4bc8e4d271c113cf863c/AAAABYDaZIrQjWwjWSiZPgUENRZ_KCFeIF4WE4t5YC4gBSd9WILZcSatQ6ZbRrSzf7q_OWh96-pWW_ha4m4vNGgaVXPdpaRLDrSgjefLKDDKpaJcc_CfAjx4jGreG_N0GVoogBx4_42xK9c6ZhgULgwl4U-GM7h5w5lDV3atK-TiLL2wfrMZRAa94Yn_Qw0YffZCBEDlbImaQw.jpg
IMP054,Tesco Wicked Kitchen,implementation,aec,Flexitarian campaigns,FLEXCAMP,,,,FLEXCAMP,"Wicked Kitchen is a new, bold and innovative way for you to experience the power of mighty plant flavours unleashed. Wicked Kitchen is a radical new concept developed by pioneering chef Derek Sarno, in collaboration with Tesco. It's about putting plant-based food front and centre in a creative and amazing way.","Wicked Kitchen is a new, bold and innovative way for you to experience the power of mighty plant flavours unleashed. Wicked Kitchen is a radical new concept developed by pioneering chef Derek Sarno, in collaboration with Tesco. It's about putting plant-based food front and centre in a creative and amazing way.",,,,https://www.tesco.com/groceries/en-GB/zone/wicked-kitchen/,https://vegnews.com/2019/2/tesco-to-close-its-meat-deli-and-fish-counters,,,,,,,,,,,,
IMP079,À Roda da Alimentação,implementation,man,Promote and Communicate Health,PROMHEAL,,,,PROMHEAL,,,,,,https://www.arodadaalimentacao.pt/,,,,,,,,,,,,,
IMP170,Plant-Based Protein Comes To Burger King: Meet The Impossible Whopper,implementation,jgp,Substitute Proteins,SUBSPROT,,,,SUBSPROT,,,http://www.ccg.pt/wp-content/uploads/2018/04/realidade-aumentada-e-mista-CCG-1-900x400_c.jpg,http://www.ccg.pt/wp-content/uploads/2018/04/realidade-aumentada-e-mista-CCG-1-900x400_c.jpg,,https://www.forbes.com/sites/chloesorvino/2019/04/01/plant-based-protein-comes-to-burger-king-meet-the-impossible-whopper/?utm_source=TWITTER&utm_medium=social&utm_term=Valerie%2F#4d4d790c3758,,,,,,,,,,,,,http://www.ccg.pt/wp-content/uploads/2018/04/realidade-aumentada-e-mista-CCG-1-900x400_c.jpg
IMP152,40 Percent of America Will Cut the Cord by 2030,implementation,jgp,Adapt the conversation,ADAPCONV,,,,ADAPCONV,,A new market analysis predicts the slow death march of pay TV will continue.,"https://video-images.vice.com/articles/5a26b6768ecf12327f09a6c4/lede/1512486675251-654969855_1280x720.jpeg?crop=1xw:1xh;center,center&resize=1200:*","https://video-images.vice.com/articles/5a26b6768ecf12327f09a6c4/lede/1512486675251-654969855_1280x720.jpeg?crop=1xw:1xh;center,center&resize=1200:*",,https://motherboard.vice.com/en_us/article/gydgvj/americans-cut-the-cord-2030-study-cable-tv,,,,,,,,,,,,,"https://video-images.vice.com/articles/5a26b6768ecf12327f09a6c4/lede/1512486675251-654969855_1280x720.jpeg?crop=1xw:1xh;center,center&resize=1200:*"
IMP093,Bel cheeses snack ,implementation,man,Small form factors,SMALFORM,,,,SMALFORM,,"Bel Brands is at it again with two new cheese snacks that are ""grate""™ as a mid-afternoon energy boost or as a lunchbox.",https://s3.amazonaws.com/cms.festfoods.com/files/article/2018-06/Bel%20Brands14.jpg,https://s3.amazonaws.com/cms.festfoods.com/files/article/2018-06/Bel%20Brands14.jpg,,https://www.festfoods.com/blog/2-new-cheese-snacks-are-grate-go,,,,,,,,,,,,,https://s3.amazonaws.com/cms.festfoods.com/files/article/2018-06/Bel%20Brands14.jpg
IMP134,Carrefour Bugs,implementation,jgp,Substitute Proteins,SUBSPROT,,,,SUBSPROT,,"Carrefour ha empezado a comercializar en España una nueva gama de alimentos elaborados con insectos, según ha anunciado este martes el grupo de distribución, que ha resaltado que este lanzamiento...",https://www.lavanguardia.com/r/GODO/LV/p5/WebSite/2018/04/17/Recortada/img_djuarez_20180417-135845_imagenes_lv_otras_fuentes_inseccctos-367-kg4D-U4426535028105VB-992x558@LaVanguardia-Web.JPG,https://www.lavanguardia.com/r/GODO/LV/p5/WebSite/2018/04/17/Recortada/img_djuarez_20180417-135845_imagenes_lv_otras_fuentes_inseccctos-367-kg4D-U4426535028105VB-992x558@LaVanguardia-Web.JPG,,https://www.lavanguardia.com/comer/20180417/442653502810/carrefour-insectos.html,,,,,,,,,,,,,https://www.lavanguardia.com/r/GODO/LV/p5/WebSite/2018/04/17/Recortada/img_djuarez_20180417-135845_imagenes_lv_otras_fuentes_inseccctos-367-kg4D-U4426535028105VB-992x558@LaVanguardia-Web.JPG
IMP119,Unilever & The Vegetarian Butcher,implementation,jgp,Substitute Proteins,SUBSPROT,,,,SUBSPROT,,Food and personal care multinational Unilever is acquiring Netherlands-based The Vegetarian Butcher.,https://www.naturalproductsglobal.com/wp-content/uploads/2018/12/Jaap_Slagersmes.jpg,https://www.naturalproductsglobal.com/wp-content/uploads/2018/12/Jaap_Slagersmes.jpg,,https://www.naturalproductsglobal.com/europe/unilver-adds-vegetarian-butcher-to-growing-plant-based-portfolio/,,,,,,,,,,,,,https://www.naturalproductsglobal.com/wp-content/uploads/2018/12/Jaap_Slagersmes.jpg
IMP053,Crussh Fully Vegan Store for Veganuary,implementation,aec,Flexitarian campaigns,FLEXCAMP,,,,FLEXCAMP,,"Health, Fitness, Fit Food, Raw Juice, Juice, Delivery, Protein, Vegan, Food, London, Cafe, Health Food, Healthy",http://crussh.com/wp-content/uploads/2019/01/Powered-by-plants.jpg,http://crussh.com/wp-content/uploads/2019/01/Powered-by-plants.jpg,,http://crussh.com/powered-by-plants,https://www.thegrocer.co.uk/channels/high-street/crussh-eyes-vegan-overhaul-with-soho-store-veganuary-trial/575233.article,,,,,,,,,,,,http://crussh.com/wp-content/uploads/2019/01/Powered-by-plants.jpg
IMP052,Marks and Spencer Plant Kitchen,implementation,aec,Flexitarian campaigns,FLEXCAMP,,,,FLEXCAMP,,Shop the latest trends in Plant Kitchen at M&S.  Order online for home delivery or free collection from your nearest store.,,,,https://www.marksandspencer.com/c/food-to-order/adventures-in-food/plant-kitchen,"https://www.forbes.com/sites/annaschaverien/2019/01/08/veganuary-vegan-greggs-sausage-roll-plant-based/#536f1b643325,https://www.thegrocer.co.uk/stores/ranging-and-merchandising/own-label-showcase-ms-plant-kitchen/575571.article",,,,,,,,,,,,
IMP148,Shrimp made from algae,implementation,jgp,"Substitute Proteins
Healthier Versions of Indulgences",SUBSPROT,HEALINDU,,,"SUBSPROT,HEALINDU",,"Shrimp, the United States’ most popular seafood, is notorious for being farmed using practices that destroy the environment. New Wave Foods, a startup based ...",https://i.ytimg.com/vi/KTAg936uoic/maxresdefault.jpg,https://i.ytimg.com/vi/KTAg936uoic/maxresdefault.jpg,https://www.youtube.com/watch?v=KTAg936uoic,https://www.youtube.com/watch?v=KTAg936uoic,,,,,,,,,,,,,https://i.ytimg.com/vi/KTAg936uoic/maxresdefault.jpg
IMP096,McDonald's McVeggie,implementation,nlg,Substitute Proteins,SUBSPROT,,,,SUBSPROT,,"Site oficial da McDonald's Portugal. Encontre as novidades e a nossa ementa, ofertas de emprego e toda a informação sobre a qualidade, a nutrição e a Fundação Infantil Ronald McDonald.",https://www.mcdonalds.pt/media/53722/logo_300x300.jpg,https://www.mcdonalds.pt/media/53722/logo_300x300.jpg,,https://www.mcdonalds.pt/ementa/produtos/mcveggie/,,,,,,,,,,,,,https://www.mcdonalds.pt/media/53722/logo_300x300.jpg
IMP151,"Vegan burgers: now juicy, pink and bloody",implementation,jgp,"Substitute Proteins
Healthier Versions of Indulgences",SUBSPROT,HEALINDU,,,"SUBSPROT,HEALINDU",,Supermarkets stock up as millions of UK ‘flexitarians’ boost demand for fake meat,https://i.guim.co.uk/img/media/8ddf32674804687776dded7720189f1da7930ddc/394_639_6139_3683/master/6139.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&s=c6cc4816b4463a8825874516c472fc19,https://i.guim.co.uk/img/media/8ddf32674804687776dded7720189f1da7930ddc/394_639_6139_3683/master/6139.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&s=c6cc4816b4463a8825874516c472fc19,,https://www.theguardian.com/lifeandstyle/2018/may/19/fake-steak-supermarkets-flexitarians-meat-free-burgers,,,,,,,,,,,,,https://i.guim.co.uk/img/media/8ddf32674804687776dded7720189f1da7930ddc/394_639_6139_3683/master/6139.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&s=c6cc4816b4463a8825874516c472fc19
IMP097,Tesco selling vegetable meat,implementation,nlg,Substitute Proteins,SUBSPROT,,,,SUBSPROT,,"The Beyond Burger, the plant-based bleeding burger made with pea protein, is now available in the UK in Tesco stores.",https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Felizabethrushe%2Ffiles%2F2018%2F11%2FBeyond-Burger_Cross-Section-1200x800.jpg,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Felizabethrushe%2Ffiles%2F2018%2F11%2FBeyond-Burger_Cross-Section-1200x800.jpg,,https://www.forbes.com/sites/elizabethrushe/2018/11/22/the-beyond-burger-is-now-available-at-tesco-the-uks-largest-supermarket/#260250791461,,,,,,,,,,,,,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Felizabethrushe%2Ffiles%2F2018%2F11%2FBeyond-Burger_Cross-Section-1200x800.jpg
TECH55:2,Follow you Heart - VeganEgg,partner,tpc,Substitute Proteins,SUBSPROT,,,,SUBSPROT,"A 100% plant-based egg, no gmo, no dairy, no gluten, no cholesterol.","A 100% plant-based egg, no gmo, no dairy, no gluten, no cholesterol.",/images/products/medium/23865.jpg,/images/products/medium/23865.jpg,,http://www.planetorganic.com/follow-your-heart-veganegg-114g/23865/,,,,,,,,,,"TECH55:1,TECH55:3,TECH55:4,TECH55","TECH55,TECH55:1,TECH55:3,TECH55:4",,/oldtechimg//images/products/medium/23865.jpg.jpg
TECH51:1,Impossible foods,partner,tpc,Substitute Proteins,SUBSPROT,,,,SUBSPROT,"A vegetarian burger that looks just like meat because it contains heme which contains iron which, when exposed to oxygen, turns red, just like blood, and also creates those meat flavors. Heme is a protein that can both be found in blood and in the roots of some leguminosae which are nitrogen-fixing plants such as soy and alfalfa. ","A vegetarian burger that looks just like meat because it contains heme which contains iron which, when exposed to oxygen, turns red, just like blood, and also creates those meat flavors. Heme is a protein that can both be found in blood and in the roots of some leguminosae which are nitrogen-fixing plants such as soy and alfalfa. ",/main/img/oldtechimg/impossible.jpg,/main/img/oldtechimg/impossible.jpg,,http://www.impossiblefoods.com/,,,,,,,,,,"TECH51:4,TECH51:3,TECH51:6,TECH51:2,TECH51:5,TECH51","TECH51,TECH51:2,TECH51:3,TECH51:4,TECH51:5,TECH51:6",,/oldtechimg//main/img/oldtechimg/impossible.jpg.jpg
TECH51:4,AHIMI,partner,tpc,"Substitute Proteins
Clean Label",SUBSPROT,CLEALABE,,,"SUBSPROT,CLEALABE","Ahimi™ is a healthy, safe, raw Ahi without the tuna. Made from tomatoes and a few simple ingredients, this clean cuisine offers all the taste without harming our oceans. Tomatoes contain high levels of naturally-occurring glutamic acids, which are responsible for the savory flavor of meaty foods.","Ahimi™ is a healthy, safe, raw Ahi without the tuna. Made from tomatoes and a few simple ingredients, this clean cuisine offers all the taste without harming our oceans. Tomatoes contain high levels of naturally-occurring glutamic acids, which are responsible for the savory flavor of meaty foods.",/main/img/oldtechimg/ahimi.jpg,/main/img/oldtechimg/ahimi.jpg,,https://oceanhuggerfoods.com/ahimi/,,,,,,,,,,"TECH51:1,TECH51:3,TECH51:6,TECH51:2,TECH51:5,TECH51","TECH51,TECH51:1,TECH51:2,TECH51:3,TECH51:5,TECH51:6",,/oldtechimg//main/img/oldtechimg/ahimi.jpg.jpg
TECH27:3,FreeStyle Libre,partner,tpc,"Health Support Range
Promote and Communicate Health
Nutritional Personal Counseling",HEALSUPP,PROMHEAL,NUTRCOUN,,"HEALSUPP,PROMHEAL,NUTRCOUN","Available to diabetics in the UK, FreeStyle Libre consists of a small sensor patch that is placed on the arm and can be worn for up to 14 days. Developed by Abbott Diabetes Care, the patch measures glucose levels in the interstitial fluid between the cells right under the skin.","Available to diabetics in the UK, FreeStyle Libre consists of a small sensor patch that is placed on the arm and can be worn for up to 14 days. Developed by Abbott Diabetes Care, the patch measures glucose levels in the interstitial fluid between the cells right under the skin.",https://294305267s7hqfks2cfh08ip-wpengine.netdna-ssl.com/wp-content/uploads/2015/12/Freestyle-Libre-Abbott-Diabetes-Care.jpg,https://294305267s7hqfks2cfh08ip-wpengine.netdna-ssl.com/wp-content/uploads/2015/12/Freestyle-Libre-Abbott-Diabetes-Care.jpg,,https://www.freestylelibre.co.uk/libre/,https://labiotech.eu/tops/needle-free-glucose-monitoring-for-diabetes-medtech/,,,,,,,,,"TECH27:2,TECH27","TECH27,TECH27:2",,https://294305267s7hqfks2cfh08ip-wpengine.netdna-ssl.com/wp-content/uploads/2015/12/Freestyle-Libre-Abbott-Diabetes-Care.jpg
TECH52:1,Perfect Day,partner,tpc,Substitute Proteins,SUBSPROT,,,,SUBSPROT,"Based in Berkeley, California, Perfect Day is a startup that uses cellular agriculture to produce animal-free dairy proteins. By designing yeast to produce the same dairy proteins found in milk from a cow, Perfect Day can make the same milk. Without needing the cow.","Based in Berkeley, California, Perfect Day is a startup that uses cellular agriculture to produce animal-free dairy proteins. By designing yeast to produce the same dairy proteins found in milk from a cow, Perfect Day can make the same milk. Without needing the cow.",https://cdn-images-1.medium.com/max/1600/1*1odzt6TMxbzAfjP3w6PdKQ.jpeg,https://cdn-images-1.medium.com/max/1600/1*1odzt6TMxbzAfjP3w6PdKQ.jpeg,,http://www.perfectdayfoods.com/,https://medium.com/cellagri/perfect-day-foods-partners-to-change-dairy-milk-74e86950cc6,,,,,,,,,"TECH52:5,TECH52:6,TECH52:3,TECH52:2,TECH52:4,TECH52","TECH52,TECH52:2,TECH52:3,TECH52:4,TECH52:5,TECH52:6",,https://cdn-images-1.medium.com/max/1600/1*1odzt6TMxbzAfjP3w6PdKQ.jpeg
TECH55:1,The Not Company,partner,tpc,Substitute Proteins,SUBSPROT,,,,SUBSPROT,"Based on artificial intelligence, it looks for food formulas recurring only to vegetable sources, trying to mimic either the flavour or the texture of the original mayo. ","Based on artificial intelligence, it looks for food formulas recurring only to vegetable sources, trying to mimic either the flavour or the texture of the original mayo. ",/main/img/oldtechimg/mayo.jpg,/main/img/oldtechimg/mayo.jpg,,http://www.thenotcompany.com,,,,,,,,,,"TECH55:2,TECH55:3,TECH55:4,TECH55","TECH55,TECH55:2,TECH55:3,TECH55:4",,/oldtechimg//main/img/oldtechimg/mayo.jpg.jpg
TECH51:3,Beyond burger,partner,tpc,Substitute Proteins,SUBSPROT,,,,SUBSPROT,"Beyond Meat® products are 100% plant protein. Beyond Beef is 100% pea protein and Beyond Chicken is a blend of soy and pea protein.  The Beyond Burger looks, cooks, and tastes like a fresh beef burger.","Beyond Meat® products are 100% plant protein. Beyond Beef is 100% pea protein and Beyond Chicken is a blend of soy and pea protein.  The Beyond Burger looks, cooks, and tastes like a fresh beef burger.",/main/img/oldtechimg/Beyondburger.jpg,/main/img/oldtechimg/Beyondburger.jpg,,http://beyondmeat.com/,,,,,,,,,,"TECH51:1,TECH51:4,TECH51:6,TECH51:2,TECH51:5,TECH51","TECH51,TECH51:1,TECH51:2,TECH51:4,TECH51:5,TECH51:6",,/oldtechimg//main/img/oldtechimg/Beyondburger.jpg.jpg
